"company_name","business_state","sic_code","phone_number","website","business_categories","business_city","business_country","business_zip_code","closed_on","opening_hours","closing_hours","latitude","longitude","location_type","year_established","avg_opening_hour","avg_closing_hour","business_street_name","description","services","links","estimated_annual_revenue","num_employees","review_count","reviews","owner","manta_link","url","company_id"
"royal Debt Consolidation","Tennessee","7299","(61***29-***0","null","[""Consumer Services"",""Miscellaneous Personal Services, NEC"",""Debt counseling or adjustment service, individuals""]","Murfreesboro","United States","37130","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""wednesday"":false}","[""CLOSED"",""7:00 AM"",""7:00 AM"",""7:00 AM"",""7:00 AM"",""7:00 AM"",""7:00 AM""]","[""CLOSED"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""9:00 PM"",""5:00 PM""]",35.846616,-86.392934,"NA",2010,"7:00 AM","9:00 PM","111 North Maple Street","To get any more information about company call us anytime of day.
Call us now to place your order from local Dealer.
We are happy to serve to you 24*7.
You may place order anytime from 24 hours of 7days a week with us.
To get any more information about company call us anytime of day.
Its very easy to place order via phone. We are available 24 hours 7 days a week.","[""debt management"",""debt adjusters"",""debt consolidation"",""credit & debt counseling""]",,,"1",,,"Isr*** La***ge","https://www.manta.com/c/mx47x43/royal-debt-consolidation","https://www.manta.com/c/mx47x43/royal-debt-consolidation","mx47x43"
"A and B Distributing Co","Mississippi","5813","662***282***","http://www.budweiser.com","[""Restaurants and Bars"",""Bars / Taverns"",""Wine Bars""]","Olive Branch","United States","38654",,,,34.9829292,-89.8043639,"unknown",1980,,,"10777 High Point Road null","Categorized under Beer and Other Fermented Malt Liquors. Our records show it was established in 1980 and incorporated in MS. Current estimates show this company has an annual revenue of 20370798 and employs a staff of approximately 70.",,,"20370798","70",,,"Jam***Lun***rd","https://www.manta.com/c/mm3kyqp/a-and-b-distributing-co","https://www.manta.com/c/mm3kyqp/a-and-b-distributing-co","mm3kyqp"
"TruGreen Lawn Care","Florida","3999","(94***462***03","http://www.trugreen.com/local-lawn-care/florida/sarasota","[""Manufacturing"",""Manufacturing Industries, NEC"",""Grasses, artificial and preserved""]","Sarasota","United States","34243","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":true,""wednesday"":false}","[""CLOSED"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""8:00 AM"",""9:00 AM""]","[""CLOSED"",""7:00 PM"",""7:00 PM"",""7:00 PM"",""7:00 PM"",""7:00 PM"",""7:00 PM""]",27.4245593,-82.5346025,"unknown",1990,"8:00 AM","7:00 PM","6451 Parkland Dr","TruGreen Lawn Care
Achieve the lush, healthy lawn of your dreams with superior lawn care in Sarasota from TruGreen. Our certified lawn specialists use solutions based in science to bring your lawn back to life all within your budget. To start, we will complete a comprehensive Healthy Lawn Analysis in order to make sure your lawn is getting the right treatment at the right time. We then use this analysis and our expert knowledge of Florida's seasonal ups and downs.","[""Lawn Aeration"",""Mosquito Abatement"",""Lawn Fertilization"",""Lawn Insect Control"",""Lawn Maintenence""]",,,"20 to 49",,,"Gen***l M***ger***","https://www.manta.com/c/mhs56c9/trugreen-lawn-care","https://www.manta.com/c/mhs56c9/trugreen-lawn-care","mhs56c9"
"Kirkwood & Associates LLC","Michigan","8741","734***994***","http://www.kirkwoodandassociates.com","[""Professional Services"",""Management Services"",""Management Services""]","Ann Arbor","United States","48103",,,,42.272699,-83.75245,"Single Location",1990,,,"407 West Mosley Street # 200","Categorized under Management Services. Our records show it was established in 1990 and incorporated in Michigan. Current estimates show this company has an annual revenue of 89969 and employs a staff of approximately 1.",,,"89969","1",,,"Den*** M ***kwo***","https://www.manta.com/c/mmnzbtn/kirkwood-associates-llc","https://www.manta.com/c/mmnzbtn/kirkwood-associates-llc","mmnzbtn"
"Bossenbrock Orchard","Washington","0175","509***149***","null","[""Agriculture"",""Deciduous Tree Fruits"",""Pear Orchards""]","Dryden","United States","98821",,,,47.5361643,-120.5609779,"Single Location",1963,,,"6555 Johnson Road","Categorized under Pear Orchards. Our records show it was established in 1963 and incorporated in Washington. Current estimates show this company has an annual revenue of 370000 and employs a staff of approximately 15.",,,"370000","15",,,"Car*** Bo***nbr******","https://www.manta.com/c/mm58g1l/bossenbrock-orchard","https://www.manta.com/c/mm58g1l/bossenbrock-orchard","mm58g1l"
"Advanced Handling Systems Inc","Ohio","3537","513***650***","null","[""Industrial Machinery"",""Industrial Trucks, Tractors, Trailers, and Stackers"",""Material Handling Equipment Manufacturers""]","Cincinnati","United States","45227",,,,39.164841,-84.411338,"Unknown",,,,"4861 Duck Creek Road","Categorized under Material Handling Equipment Manufacturers. Current estimates show this company has an annual revenue of $5 to 10 million and employs a staff of approximately 10 to 19.",,,,"10 to 19",,,"Chu***Fra***","https://www.manta.com/c/mmz45cr/advanced-handling-systems-inc","https://www.manta.com/c/mmz45cr/advanced-handling-systems-inc","mmz45cr"
"Grace Home Hebron Colony Ministries","South Carolina","8399","803***980***","http://www.hebroncolony.org","[""Public Sector"",""Social Services, NEC"",""Drug Abuse and Addiction Treatment""]","Santee","United States","29142",,,,33.443688,-80.470969,"unknown",,,,"501 LTD Road null",,,,,,,,,"https://www.manta.com/c/mkylzmc/grace-home-hebron-colony-ministries","https://www.manta.com/c/mkylzmc/grace-home-hebron-colony-ministries","mkylzmc"
"Dove Construction CO","Alabama","5039","256***477***","http://www.genconbd.alabama.gov","[""Construction"",""Construction Materials, NEC"",""Construction Materials, Nec""]","Huntsville","United States","35805",,,,34.7154948,-86.6075556,"unknown",1964,,,"2410 6th Street SW null","Categorized under Building Contractors. Our records show it was established in 1964 and incorporated in Alabama. Current estimates show this company has an annual revenue of 125000 and employs a staff of approximately 3.",,,"125000","3",,,"Cha***s D***","https://www.manta.com/c/mm2y2dj/dove-construction-co","https://www.manta.com/c/mm2y2dj/dove-construction-co","mm2y2dj"
"Gilispie Construction Enterprises","Tennessee","1521","931***323***","https://www.gcenterprises.net","[""Construction"",""General Contractors-Single-Family Houses"",""General Contractors""]","McMinnville","United States","37110",,,,35.6391061608147,-85.8343157649235,"unknown",2005,,,"157 Gilispie Road null","Categorized under Home Builders. Our records show it was established in 2005 and incorporated in TN. Current estimates show this company has an annual revenue of 1040059 and employs a staff of approximately 7.",,,"1040059","7",,,"Ric***d G***spi***","https://www.manta.com/c/mmjs9jv/gilispie-construction-enterprises","https://www.manta.com/c/mmjs9jv/gilispie-construction-enterprises","mmjs9jv"
"J and A","Texas","5211","(42***478***36","https://www.schertzconcretepros.com","[""Construction"",""Lumber and Other Building Materials Dealers"",""Concrete""]","Schertz","United States","78124","{""friday"":false,""monday"":false,""saturday"":false,""sunday"":false,""wednesday"":false}","[null,null,null,null,null,null,null]","[null,null,null,null,null,null,null]",29.5548005,-98.2665227,"unknown",,,,"100 main street","
Residential concrete - walkway, patios, sidewalks, foundation, floors, stamped concrete, walls, pools
Repair work, Demo old concrete and removal","[""residential concrete""]",,,,,,"Jef***eff***","https://www.manta.com/c/m1w8zgp/j-and-a","https://www.manta.com/c/m1w8zgp/j-and-a","m1w8zgp"
"Overhead Door Company of Sarasota","Florida","5211","941***834***","https://www.ohdsarasota.com/","[""Construction"",""Lumber and Other Building Materials Dealers"",""Garage doors, sale and installation""]","Sarasota","United States","34237","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""09:00AM"",""09:00AM"",""08:00AM"",""08:00AM"",""08:00AM"",""CLOSED""]","[""CLOSED"",""04:30PM"",""04:30PM"",""04:30PM"",""04:30PM"",""04:30PM"",""CLOSED""]",27.3491162,-82.5173563,"unknown",,"08:00AM","04:30PM","1249 Stringfield Avenue","We specialize in supplying and building high-quality garage doors and doors for residential and commercial properties in Sarasota, FL.
Overhead Door Company of Sarasota is a trusted provider of garage doors, doors, and general contracting services in Sarasota, FL. We offer a wide range of high-quality products and expert installation services for residential and commercial properties. Our experienced team is dedicated to delivering exceptional customer service and ensuring that every project is completed to the highest standards. Whether you need a new garage door, entry door, or general contracting services, Overhead Door Company of Sarasota is here to help.",,"{""facebook"":""https://www.facebook.com/pages/Overhead-Door-Company-of-Sarasota/174326289265384""}",,,,,,"https://www.manta.com/c/m1x3hxf/overhead-door-company-of-sarasota","https://www.manta.com/c/m1x3hxf/overhead-door-company-of-sarasota","m1x3hxf"
"Goodlette Self-Storage, LLC","Florida","4225","239***858***","http://www.goodletteselfstorage.com","[""Storage"",""General Warehousing and Storage"",""Self Storage Warehouses""]","Naples","United States","34103",,,,26.197393,-81.800314,"Single Location",2010,,,"4099 Tamiami Trail North # 403","Categorized under Self Storage Warehouses. Our records show it was established in 2010 and incorporated in FL. Current estimates show this company has an annual revenue of 208285 and employs a staff of approximately 3.",,,"208285","3",,,"Kho***w M***eni***","https://www.manta.com/c/mw2sz39/goodlette-self-storage-llc","https://www.manta.com/c/mw2sz39/goodlette-self-storage-llc","mw2sz39"
"Dr. Daniel Brown","California","8011","619***150***","https://danielbrownmd.com/","[""Healthcare"",""Offices and Clinics of Doctors of Medicine"",""Plastic surgeon""]","San Diego","United States","92130","{""friday"":false,""monday"":false,""saturday"":true,""sunday"":true,""wednesday"":false}","[""CLOSED"",""09:00AM"",""09:00AM"",""09:00AM"",""09:00AM"",""09:00AM"",""CLOSED""]","[""CLOSED"",""06:00PM"",""06:00PM"",""06:00PM"",""06:00PM"",""06:00PM"",""CLOSED""]",32.9217244,-117.2133466,"unknown",,"09:00AM","06:00PM","4765 Carmel Mountain Road","
Founder and Medical Director Dr. Daniel Brown is a Board Certified Plastic Surgeon, Diplomate of the American Board of Plastic Surgery, an active member of the American Society of Aesthetic Plastic Surgeons, and a Fellow of the American College of Surgeons. Dr. Brown is a consummate professional who truly cares about each of his patients. He has a passion for plastic surgery and skin care, since it allows him to help people improve their self-image. Seeing his patient's positive physical and psychological improvements is extremely rewarding. He focuses on maximizing both procedure results and patient comfort.",,"{""facebook"":""https://www.facebook.com/DanielBrownMD.PlasticSurgeon""}",,,,,,"https://www.manta.com/c/m1wwcym/dr-daniel-brown","https://www.manta.com/c/m1wwcym/dr-daniel-brown","m1wwcym"
"Faith Reformed Presbyterian Church","Pennsylvania","8661","717***755***","http://faithrpc.org","[""Non-Profit Organizations"",""Religious Organizations"",""Churches""]","Quarryville","United States","17566",,,,39.8881804777272,-76.1617935518017,"unknown",,,,"611 Robert Fulton Highway null","Categorized under Presbyterian Church. Current estimates show this company has an annual revenue of unknown and employs a staff of approximately 5 to 9.",,,,"5 to 9",,,"Joh***acr***","https://www.manta.com/c/mmy4n8s/faith-reformed-presbyterian-church","https://www.manta.com/c/mmy4n8s/faith-reformed-presbyterian-church","mmy4n8s"
"A C Energy Systems","California","5211","760***211***","http://www.acenergysystems.com/","[""Construction"",""Lumber and Other Building Materials Dealers"",""Energy Convservation Products""]","Cardiff",,"92007",,,,33.023,-117.2745,"unknown",,,,"224 BIRMINGHAM Drive 1A2","Categorized under Energy Convservation Products. Current estimates show this company has an annual revenue of $1 to 2.5 million and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"May***th ***her***","https://www.manta.com/c/mmp12rs/a-c-energy-systems","https://www.manta.com/c/mmp12rs/a-c-energy-systems","mmp12rs"
"Metro Milwaukee Auto Auction","Wisconsin","5511","262***443***","http://www.manheim.com","[""Automotive Services"",""Motor Vehicle Dealers (New and Used)"",""Car Dealers""]","Caledonia","United States","53108",,,,42.834713,-87.954742,"unknown",,,,"561 27th Street null","Categorized under Automobile auction. Current estimates show this company has an annual revenue of over $1 billion and employs a staff of approximately 500 to 999.",,,,"500 to 999",,,"Den*** Wo***y","https://www.manta.com/c/mmj446m/metro-milwaukee-auto-auction","https://www.manta.com/c/mmj446m/metro-milwaukee-auto-auction","mmj446m"
"Hood Industries","Mississippi","2411","601***503***","http://www.hoodindustries.com","[""Construction"",""Logging"",""Logging""]","Waynesboro","United States","39367",,,,31.6534600640279,-88.6249410123901,"unknown",,,,"915 Industrial Park Road null","Categorized under Hardwood Veneer and Plywood. Current estimates show this company has an annual revenue of $20 to 50 million and employs a staff of approximately 50 to 99.",,,,"50 to 99",,,"Don***im","https://www.manta.com/c/mmg7x9n/hood-industries","https://www.manta.com/c/mmg7x9n/hood-industries","mmg7x9n"
"Wish Farms, LLC","Florida","0191","813***511***","http://www.wishfarms.com","[""Agriculture"",""General Farms, Primarily Crop"",""Farms""]","Plant City","United States","33563",,,,28.010916,-82.13488,"Headquarters",2018,,,"100 Stearns Street","Categorized under Farms. Our records show it was established in 2018 and incorporated in FL. Current estimates show this company has an annual revenue of 246846 and employs a staff of approximately 1.",,,"246846","1",,,"Gar***ish***zki***","https://www.manta.com/c/mkx29qj/wish-farms-llc","https://www.manta.com/c/mkx29qj/wish-farms-llc","mkx29qj"
"Razzle Dazzle Cheer Dance Team","New Mexico","7911","505***881***","http://Cheerdancedrill.com","[""Travel & Leisure"",""Dance Studios, Schools, and Halls"",""Dance Studios, Schools, and Halls""]","Albuquerque","United States","87111",,,,35.1347,-106.5222,"Unknown",1988,,,"12500 Montgomery Boulevard Ne 125","Categorized under Dance Studios, Schools, and Halls. Our records show it was established in 1988 and incorporated in New Mexico. Current estimates show this company has an annual revenue of less than $500,000 and employs a staff of approximately 1 to 4.",,,,"1 to 4",,,"San***Wil***ms","https://www.manta.com/c/mmzc6rw/razzle-dazzle-cheer-dance-team","https://www.manta.com/c/mmzc6rw/razzle-dazzle-cheer-dance-team","mmzc6rw"
